time,deviceName,Lmax_dB,Lmax_class,LAeq1min_dB,LAeq_Background Noise,LAeq_People,LAeq_Vehicle,pct_Background Noise,pct_People,pct_Vehicle,P10_dB,P50_dB,P90_dB,rssi,snr
2025-12-19 00:01:29,INMP441,60.2,Background Noise,54.3,54.3,53.3,0.0,99.6,0.4,0.0,51.9,54.0,56.2,-107,6.3
2025-12-19 00:06:29,INMP441,59.1,Background Noise,54.4,54.4,53.3,0.0,99.9,0.1,0.0,51.9,54.0,56.2,-109,6.5
2025-12-19 00:11:30,INMP441,59.9,Background Noise,54.3,54.3,54.1,0.0,99.8,0.2,0.0,51.9,54.0,56.0,-108,6.8
2025-12-19 00:16:30,INMP441,61.1,Background Noise,54.4,54.4,56.2,0.0,99.8,0.2,0.0,51.9,54.0,56.2,-109,6.8
2025-12-19 00:21:30,INMP441,59.1,Background Noise,54.4,54.4,54.7,0.0,99.9,0.1,0.0,52.1,54.1,56.0,-107,7.8
2025-12-19 00:26:30,INMP441,61.0,Background Noise,54.5,54.5,50.9,0.0,99.9,0.1,0.0,52.2,54.3,56.3,-109,6.3
2025-12-19 00:36:30,INMP441,59.8,Background Noise,54.5,54.5,54.9,0.0,99.8,0.3,0.0,52.1,54.3,56.2,-109,6.3
2025-12-19 00:41:30,INMP441,58.4,Background Noise,54.4,54.4,52.6,0.0,99.9,0.1,0.0,52.1,54.2,56.1,-108,7.5
2025-12-19 00:46:30,INMP441,59.2,Background Noise,54.4,54.4,54.2,0.0,99.7,0.3,0.0,52.2,54.2,56.1,-110,5.3
2025-12-19 00:51:31,INMP441,59.2,Background Noise,54.4,54.4,0.0,0.0,100.0,0.0,0.0,52.1,54.1,56.1,-110,5.3
2025-12-19 00:56:31,INMP441,59.5,Background Noise,54.5,54.5,54.2,0.0,99.9,0.1,0.0,52.3,54.3,56.3,-107,8.0
2025-12-19 01:01:31,INMP441,59.1,Background Noise,54.5,54.5,55.2,0.0,99.9,0.1,0.0,52.3,54.2,56.2,-107,4.3
2025-12-19 01:06:31,INMP441,58.9,Background Noise,54.5,54.5,55.2,0.0,99.8,0.3,0.0,52.1,54.2,56.2,-109,6.0
