time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-01-15 00:00:22,NODO 1.20,25.64,86.31,1005.0,3753.0,69.7,-106,8.8
2026-01-15 00:02:09,NODO 1.27,25.24,78.67,1005.0,3891.0,77.8,-92,13.5
2026-01-15 00:03:39,NODO 1.19,24.2,79.93,1005.0,3788.0,81.7,-90,13.5
2026-01-15 00:04:24,NODO 1.1,24.86,80.7,1004.0,3773.0,81.2,-105,9.8
2026-01-15 00:09:11,NODO 1.21,25.2,77.53,1005.0,3729.0,80.5,-113,2.0
2026-01-15 00:10:44,NODO 1.9,25.57,78.46,1005.0,3793.0,81.1,-97,12.8
2026-01-15 00:14:04,NODO 1.24,24.33,84.97,1004.0,3812.0,79.8,-113,2.0
2026-01-15 00:14:46,NODO 1.8,25.49,87.73,1003.0,3817.0,80.3,-109,-1.0
2026-01-15 00:17:41,NODO 1.11,25.45,80.05,1003.0,3847.0,81.4,-103,10.5
2026-01-15 00:17:52,NODO 1.30,25.12,85.13,1004.0,3822.0,82.7,-110,-6.8
2026-01-15 00:18:45,NODO 1.10,25.19,79.17,1005.0,3773.0,82.4,-86,13.5
2026-01-15 00:19:24,NODO 1.14,25.63,82.98,1004.0,3758.0,81.7,-85,14.3
2026-01-15 00:20:18,NODO 1.3,25.42,78.42,1004.0,3704.0,80.1,-98,13.0
2026-01-15 00:20:41,NODO 1.31,24.98,82.47,1004.0,3734.0,74.5,-107,7.5
2026-01-15 00:21:41,NODO 1.23,23.68,51.16,1002.0,3798.0,73.4,-116,-2.0
2026-01-15 00:23:17,NODO 1.13,25.36,78.8,1004.0,3768.0,73.1,-108,6.3
2026-01-15 00:23:30,NODO 1.12,25.11,82.58,1005.0,3758.0,73.1,-102,11.0
2026-01-15 00:24:10,NODO 1.28,25.5,88.35,1004.0,3655.0,70.6,-108,6.5
2026-01-15 00:25:21,NODO 1.4,25.45,77.33,1004.0,3807.0,74.3,-106,8.8
2026-01-15 00:26:31,NODO 1.15,24.64,91.52,1005.0,3690.0,67.1,-114,1.0
2026-01-15 00:27:55,NODO 1.2,25.53,89.07,1004.0,3739.0,63.2,-95,13.3
2026-01-15 00:28:02,NODO 1.32,25.58,97.5,1003.0,3827.0,70.9,-110,5.0
2026-01-15 00:28:09,NODO 1.6,24.42,82.88,1004.0,3631.0,69.2,-99,11.8
2026-01-15 00:28:47,NODO 1.25,24.38,82.25,1004.0,3807.0,69.2,-111,4.3
2026-01-15 00:29:10,NODO 1.7,24.95,83.13,1004.0,3778.0,74.1,-109,5.8
2026-01-15 00:30:17,NODO 1.20,25.57,85.4,1005.0,3758.0,75.0,-106,8.3
2026-01-15 00:32:06,NODO 1.27,25.18,78.78,1004.0,3896.0,78.5,-101,11.8
2026-01-15 00:33:34,NODO 1.19,24.18,80.26,1004.0,3783.0,81.7,-86,13.3
2026-01-15 00:34:22,NODO 1.1,24.79,81.74,1003.0,3778.0,81.3,-108,7.5
2026-01-15 00:39:08,NODO 1.21,25.18,77.13,1004.0,3729.0,80.6,-111,5.3
2026-01-15 00:40:15,NODO 1.22,25.23,80.93,1003.0,3783.0,81.0,-98,11.3
