time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2025-12-19 00:00:04,NODO 1.22,26.38,73.31,1005.0,3925.0,85.0,-116,-5.3
2025-12-19 00:01:52,NODO 1.4,24.82,82.4,1006.0,3964.0,87.6,-95,13.5
2025-12-19 00:05:07,NODO 1.18,26.24,82.02,1006.0,3905.0,83.7,-117,-7.0
2025-12-19 00:05:16,NODO 1.26,26.8,74.62,1007.0,3915.0,84.3,-117,-6.8
2025-12-19 00:07:24,NODO 1.9,25.02,83.32,1006.0,3935.0,85.7,-97,12.3
2025-12-19 00:07:45,NODO 1.2,24.88,95.59,1005.0,3905.0,83.7,-91,13.5
2025-12-19 00:07:48,NODO 1.13,26.95,69.83,1007.0,3935.0,85.7,-117,-9.0
2025-12-19 00:07:51,NODO 1.25,26.53,70.43,1007.0,3964.0,87.6,-117,-5.0
2025-12-19 00:08:03,NODO 1.8,24.97,91.9,1004.0,3969.0,87.9,-114,-0.5
2025-12-19 00:08:21,NODO 1.14,26.18,75.52,1007.0,3935.0,85.7,-117,-5.8
2025-12-19 00:08:49,NODO 1.32,26.21,87.31,1006.0,3994.0,89.6,-115,-2.8
2025-12-19 00:09:29,NODO 1.7,26.07,74.05,1006.0,3935.0,85.7,-113,1.0
2025-12-19 00:10:08,NODO 1.16,24.48,85.48,1006.0,3964.0,87.6,-116,-3.5
2025-12-19 00:11:43,NODO 1.1,24.48,87.09,1005.0,3935.0,85.7,-108,5.3
2025-12-19 00:12:22,NODO 1.31,24.33,86.19,1006.0,3915.0,84.3,-107,7.3
2025-12-19 00:12:49,NODO 1.29,24.51,85.98,1004.0,3935.0,85.7,-88,13.5
2025-12-19 00:13:43,NODO 1.11,24.58,85.98,1004.0,3998.0,89.9,-99,12.0
2025-12-19 00:18:59,NODO 1.10,25.94,75.52,1007.0,3935.0,85.7,-115,-5.8
2025-12-19 00:20:24,NODO 1.19,25.94,72.04,1007.0,3935.0,85.7,-117,-7.0
2025-12-19 00:21:22,NODO 1.21,26.28,70.17,1006.0,3920.0,84.7,-118,-8.8
2025-12-19 00:22:56,NODO 1.5,26.21,70.07,1006.0,3925.0,85.0,-117,-7.0
