time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-01-20 00:00:49,NODO 1.31,25.28,83.91,1005.0,3700.0,41.7,-108,7.0
2026-01-20 00:02:02,NODO 1.10,25.73,80.3,1005.0,3729.0,48.3,-86,14.0
2026-01-20 00:04:13,NODO 1.24,24.56,87.13,1004.0,3753.0,51.5,-111,4.5
2026-01-20 00:04:15,NODO 1.3,25.82,79.08,1005.0,3655.0,50.1,-97,11.0
2026-01-20 00:04:25,NODO 1.30,25.69,85.22,1005.0,3778.0,58.7,-116,-5.5
2026-01-20 00:04:42,NODO 1.25,24.54,85.09,1005.0,3768.0,67.7,-116,-3.0
2026-01-20 00:04:46,NODO 1.8,26.01,86.97,1004.0,3753.0,70.4,-103,10.3
2026-01-20 00:04:47,NODO 1.5,26.34,79.01,1004.0,3646.0,56.7,-106,8.8
2026-01-20 00:05:16,NODO 1.17,25.95,76.81,1004.0,3655.0,56.7,-94,13.5
2026-01-20 00:07:13,NODO 1.23,24.38,47.73,1003.0,3749.0,52.8,-117,-4.5
2026-01-20 00:07:16,NODO 1.1,25.21,82.81,1004.0,3704.0,44.3,-109,4.8
2026-01-20 00:07:30,NODO 1.4,25.95,78.18,1004.0,3773.0,46.9,-97,12.8
2026-01-20 00:07:57,NODO 1.28,25.94,89.17,1005.0,3347.0,19.6,-113,1.0
2026-01-20 00:08:55,NODO 1.13,25.95,78.31,1004.0,3744.0,24.5,-116,-2.5
2026-01-20 00:09:10,NODO 1.26,25.97,83.81,1005.0,3513.0,16.6,-111,4.5
2026-01-20 00:09:30,NODO 1.2,26.02,89.64,1004.0,3700.0,16.5,-94,13.3
2026-01-20 00:10:01,NODO 1.15,25.05,92.33,1005.0,3626.0,14.3,-115,-1.5
2026-01-20 00:11:34,NODO 1.20,26.13,85.52,1005.0,3719.0,23.5,-108,6.8
2026-01-20 00:12:15,NODO 1.12,25.54,83.59,1005.0,3704.0,20.8,-102,9.3
2026-01-20 00:15:04,NODO 1.32,26.08,98.58,1004.0,3798.0,49.6,-108,6.3
2026-01-20 00:17:43,NODO 1.27,25.63,79.85,1005.0,3891.0,71.9,-106,7.5
2026-01-20 00:19:53,NODO 1.19,24.76,81.15,1005.0,3768.0,79.0,-88,13.8
2026-01-20 00:21:20,NODO 1.16,25.58,82.77,1005.0,3773.0,80.5,-116,-3.8
2026-01-20 00:21:45,NODO 1.7,25.51,83.04,1004.0,3704.0,80.5,-108,6.8
2026-01-20 00:24:52,NODO 1.9,25.82,80.39,1005.0,3744.0,79.0,-98,12.8
2026-01-20 00:25:36,NODO 1.21,25.73,77.54,1005.0,3665.0,63.9,-115,-0.5
2026-01-20 00:25:38,NODO 1.18,25.57,88.98,1004.0,3680.0,52.1,-96,12.8
2026-01-20 00:25:55,NODO 1.22,25.88,81.33,1004.0,3753.0,49.5,-98,10.5
2026-01-20 00:26:00,NODO 1.29,25.5,81.77,1003.0,3665.0,44.3,-94,11.0
2026-01-20 00:29:20,NODO 1.14,26.19,83.03,1005.0,3734.0,42.9,-85,12.0
2026-01-20 00:30:43,NODO 1.31,25.18,84.06,1005.0,3700.0,47.6,-111,3.8
2026-01-20 00:31:57,NODO 1.10,25.63,78.27,1005.0,3729.0,54.1,-87,13.0
2026-01-20 00:32:24,NODO 1.11,25.88,80.26,1003.0,3812.0,62.0,-97,13.0
2026-01-20 00:34:10,NODO 1.24,24.47,87.34,1004.0,3753.0,71.4,-116,-4.3
2026-01-20 00:34:10,NODO 1.3,25.7,79.89,1005.0,3660.0,63.9,-96,13.0
2026-01-20 00:34:22,NODO 1.30,25.65,85.12,1005.0,3798.0,72.6,-111,3.8
2026-01-20 00:34:35,NODO 1.25,24.5,85.57,1004.0,3768.0,74.5,-116,-6.5
2026-01-20 00:34:43,NODO 1.8,25.9,87.83,1003.0,3753.0,71.6,-115,-0.3
2026-01-20 00:34:45,NODO 1.5,26.32,78.67,1004.0,3655.0,61.2,-98,12.5
